"","year","division","arrest_count"
"128471",2015,"D41",5
"128472",2014,"D13",23
"128473",2022,"D53",7
"128474",2022,"D12",2
"128475",2018,"D42",21
"128476",2019,"D22",5
"128477",2016,"D13",18
"128478",2021,"D42",11
"128479",2020,"D42",2
"128480",2017,"D55",2
"128481",2020,"D53",35
"128482",2020,"D14",1
"128483",2018,"D31",1
"128484",2014,"D52",30
"128485",2018,"D42",4
"128486",2017,"D33",2
"128487",2015,"D42",8
"128488",2022,"D55",21
"128489",2016,"D53",1
"128490",2015,"D41",1
"128491",2018,"D41",42
"128492",2015,"D11",3
"128493",2016,"D11",15
"128494",2020,"D55",2
"128495",2018,"D51",21
"128496",2014,"D55",36
"128497",2021,"D33",1
"128498",2019,"D13",1
"128499",2016,"D32",28
"128500",2019,"D23",6
"128501",2015,"D33",1
"128502",2019,"D23",6
"128503",2018,"D32",12
"128504",2021,"D55",1
"128505",2021,"D55",4
"128506",2019,"D53",8
"128507",2022,"D52",2
"128508",2019,"D52",155
"128509",2020,"D52",58
"128510",2015,"D42",5
"128511",2014,"D55",3
"128512",2018,"D43",1
"128513",2016,"D11",2
"128514",2022,"D51",112
"128515",2018,"D32",16
"128516",2017,"D55",10
"128517",2014,"D52",8
"128518",2020,"D42",4
"128519",2021,"D43",5
"128520",2017,"D33",18
"128521",2016,"D22",12
"128522",2018,"D12",7
"128523",2015,"D14",57
"128524",2016,"D52",9
"128525",2015,"D55",16
"128526",2017,"D32",9
"128527",2017,"D55",18
"128528",2016,"D32",21
"128529",2021,"D53",12
"128530",2018,"D43",4
"128531",2021,"D33",1
"128532",2021,"D55",1
"128533",2018,"D43",1
"128534",2019,"D33",2
"128535",2022,"D43",30
"128536",2022,"D22",3
"128537",2014,"D32",2
"128538",2022,"D32",1
"128539",2017,"D42",25
"128540",2018,"D22",19
"128541",2020,"D13",2
"128542",2019,"D55",4
"128543",2016,"D55",2
"128544",2015,"D42",12
"128545",2019,"D32",9
"128546",2017,"D12",2
"128547",2018,"D23",3
"128548",2018,"D11",3
"128549",2021,"D43",1
"128550",2014,"D33",3
"128551",2020,"D53",4
"128552",2017,"D41",4
"128553",2019,"D52",10
"128554",2016,"D55",1
"128555",2019,"D14",5
"128556",2018,"D12",13
"128557",2021,"D53",6
"128558",2020,"D11",4
"128559",2016,"D52",1
"128560",2022,"D42",1
"128561",2015,"D43",3
"128562",2018,"D33",1
"128563",2015,"D33",4
"128564",2018,"D14",5
"128565",2017,"D51",38
"128566",2017,"D52",1
"128567",2019,"D33",2
"128568",2017,"D33",2
"128569",2014,"D14",2
"128570",2022,"D12",6
"128571",2015,"D11",1
"128572",2015,"D12",5
"128573",2020,"D51",52
"128574",2015,"D23",2
"128575",2017,"D41",5
"128576",2020,"D12",2
"128577",2017,"D31",13
"128578",2016,"D13",2
"128579",2020,"D14",10
"128580",2015,"D11",2
"128581",2018,"D23",5
"128582",2014,"D22",19
"128583",2021,"D13",2
"128584",2020,"D32",1
"128585",2021,"D31",9
"128586",2019,"D22",5
"128587",2019,"D12",10
"128588",2014,"D32",1
"128589",2016,"D55",2
"128590",2018,"D11",28
"128591",2014,"D42",9
"128592",2020,"D32",22
"128593",2015,"D13",21
"128594",2018,"D33",3
"128595",2022,"D32",12
"128596",2019,"D42",8
"128597",2022,"NSA",3
"128598",2014,"D11",1
"128599",2016,"D12",6
"128600",2022,"D11",1
"128601",2016,"D22",9
"128602",2017,"D43",18
"128603",2021,"D42",3
"128604",2018,"D23",11
"128605",2014,"D14",8
"128606",2021,"D42",18
"128607",2022,"D52",17
"128608",2019,"D53",2
"128609",2016,"D31",3
"128610",2021,"D23",23
"128611",2018,"D31",7
"128612",2018,"D51",8
"128613",2017,"D42",15
"128614",2016,"D31",1
"128615",2017,"D41",12
"128616",2020,"D12",6
"128617",2014,"D14",52
"128618",2016,"D22",18
"128619",2018,"D12",2
"128620",2015,"D14",16
"128621",2015,"D53",3
"128622",2019,"D32",8
"128623",2014,"D13",3
"128624",2015,"D11",10
"128625",2015,"D43",1
"128626",2018,"D32",4
"128627",2021,"D33",19
"128628",2020,"D53",2
"128629",2016,"D13",1
"128630",2016,"D12",11
"128631",2019,"D55",22
"128632",2021,"D32",3
"128633",2015,"D23",13
"128634",2015,"D31",3
"128635",2022,"D51",23
"128636",2016,"D42",17
"128637",2016,"D55",2
"128638",2020,"D22",4
"128639",2016,"D55",4
"128640",2020,"D11",5
"128641",2014,"D23",16
"128642",2019,"D41",4
"128643",2017,"D11",2
"128644",2016,"D14",12
"128645",2021,"D32",1
"128646",2015,"D55",7
"128647",2021,"D42",4
"128648",2021,"D33",4
"128649",2019,"D41",8
"128650",2016,"D33",2
"128651",2014,"D42",3
"128652",2018,"D51",17
"128653",2020,"D52",3
"128654",2017,"D31",5
"128655",2019,"D42",1
"128656",2016,"D43",3
"128657",2021,"D43",3
"128658",2020,"D22",1
"128659",2020,"D53",3
"128660",2019,"D22",4
"128661",2019,"D53",5
"128662",2018,"D55",3
"128663",2015,"D32",14
"128664",2020,"D43",4
"128665",2021,"D22",2
"128666",2020,"D22",26
"128667",2017,"D41",59
"128668",2019,"D33",8
"128669",2014,"D11",4
"128670",2018,"D13",11
"128671",2020,"D51",220
"128672",2016,"D13",3
"128673",2015,"D22",3
"128674",2021,"D52",14
"128675",2019,"D32",2
"128676",2021,"D55",10
"128677",2021,"D41",7
"128678",2020,"D53",3
"128679",2015,"D42",8
"128680",2015,"D42",1
"128681",2015,"D41",9
"128682",2020,"D33",11
"128683",2019,"D51",1
"128684",2016,"D23",1
"128685",2016,"D14",1
"128686",2015,"D33",13
"128687",2016,"NSA",1
"128688",2016,"D52",1
"128689",2014,"D11",17
"128690",2022,"NSA",3
"128691",2016,"D23",10
"128692",2022,"D31",3
"128693",2017,"D43",17
"128694",2021,"D12",4
"128695",2022,"D22",18
"128696",2016,"D53",2
"128697",2021,"D32",1
"128698",2017,"D22",1
"128699",2016,"D42",27
"128700",2014,"D32",7
"128701",2021,"D43",18
"128702",2019,"D31",13
"128703",2019,"D23",1
"128704",2022,"D55",1
"128705",2021,"D14",2
"128706",2017,"D43",1
"128707",2017,"D22",8
"128708",2020,"D53",1
"128709",2017,"D12",2
"128710",2022,"D43",18
"128711",2016,"D43",1
"128712",2014,"D12",3
"128713",2022,"D55",19
"128714",2014,"D43",3
"128715",2014,"D41",1
"128716",2015,"D14",5
"128717",2016,"D55",2
"128718",2014,"D43",22
"128719",2022,"D31",11
"128720",2019,"D52",25
"128721",2014,"D14",26
"128722",2014,"D14",2
"128723",2018,"D43",2
"128724",2019,"D13",1
"128725",2019,"NSA",21
"128726",2016,"D13",4
"128727",2021,"D33",1
"128728",2019,"D14",1
"128729",2017,"D23",16
"128730",2022,"D55",4
"128731",2018,"D14",13
"128732",2020,"D12",3
"128733",2016,"D32",4
"128734",2018,"D23",8
"128735",2015,"D42",4
"128736",2022,"D11",23
"128737",2018,"D11",4
"128738",2015,"D14",14
"128739",2021,"D51",1
"128740",2017,"D55",2
"128741",2015,"D53",1
"128742",2021,"D43",2
"128743",2015,"D32",3
"128744",2020,"D53",1
"128745",2015,"D14",5
"128746",2014,"D55",11
"128747",2018,"D51",2
"128748",2022,"D52",11
"128749",2017,"D31",5
"128750",2018,"D14",1
"128751",2018,"D33",1
"128752",2020,"D33",4
"128753",2016,"D33",1
"128754",2014,"D11",2
"128755",2017,"D31",77
"128756",2021,"D33",2
"128757",2022,"D42",1
"128758",2018,"D12",22
"128759",2016,"D42",2
"128760",2020,"D22",9
"128761",2022,"D11",2
"128762",2020,"D55",11
"128763",2020,"D12",4
"128764",2019,"D14",1
"128765",2021,"D31",5
"128766",2016,"D41",2
"128767",2022,"D55",8
"128768",2017,"D11",11
"128769",2021,"D52",20
"128770",2015,"D32",8
"128771",2017,"D52",1
"128772",2014,"D52",1
"128773",2020,"D51",38
"128774",2019,"D32",1
"128775",2015,"D42",28
"128776",2022,"D41",15
"128777",2015,"D11",21
"128778",2022,"D14",62
"128779",2014,"D41",6
"128780",2019,"D13",11
"128781",2019,"D13",2
"128782",2016,"D14",18
"128783",2020,"D14",30
"128784",2017,"D11",9
"128785",2014,"D23",2
"128786",2021,"D32",4
"128787",2020,"D14",59
"128788",2018,"D42",13
"128789",2019,"D11",7
"128790",2022,"D32",14
"128791",2022,"D22",10
"128792",2018,"D42",5
"128793",2021,"D51",18
"128794",2019,"D52",13
"128795",2021,"D43",13
"128796",2018,"D41",44
"128797",2021,"D12",2
"128798",2021,"D14",4
"128799",2018,"D12",4
"128800",2015,"D14",17
"128801",2015,"D52",2
"128802",2019,"D51",8
"128803",2021,"D52",2
"128804",2019,"D42",4
"128805",2015,"D32",1
"128806",2021,"D22",6
"128807",2020,"D43",8
"128808",2018,"D43",24
"128809",2021,"D51",1
"128810",2017,"D14",1
"128811",2016,"D51",84
"128812",2017,"D42",4
"128813",2015,"D53",7
"128814",2022,"D32",43
"128815",2017,"D33",2
"128816",2018,"D53",2
"128817",2022,"D22",2
"128818",2017,"NSA",97
"128819",2018,"D41",4
"128820",2019,"D14",7
"128821",2014,"D43",31
"128822",2017,"D55",1
"128823",2018,"D14",11
"128824",2017,"D41",6
"128825",2015,"D53",3
"128826",2015,"D51",1
"128827",2022,"D14",21
"128828",2015,"D33",14
"128829",2020,"D31",4
"128830",2018,"D13",4
"128831",2014,"D31",15
"128832",2018,"D31",5
"128833",2015,"D52",117
"128834",2014,"D55",16
"128835",2021,"D52",1
"128836",2017,"D52",29
"128837",2018,"D22",6
"128838",2016,"D11",2
"128839",2015,"D42",3
"128840",2021,"D13",7
"128841",2022,"D53",5
"128842",2019,"D55",15
"128843",2014,"D12",4
"128844",2021,"D23",14
"128845",2019,"D23",12
"128846",2014,"D33",15
"128847",2015,"D41",20
"128848",2015,"D33",3
"128849",2021,"D11",1
"128850",2022,"D41",1
"128851",2018,"D33",12
"128852",2019,"D12",3
"128853",2020,"D43",1
"128854",2015,"D14",7
"128855",2017,"D51",7
"128856",2018,"D22",4
"128857",2018,"D32",5
"128858",2014,"D53",4
"128859",2022,"D12",11
"128860",2017,"D42",1
"128861",2016,"D22",38
"128862",2016,"D12",33
"128863",2020,"D12",1
"128864",2018,"D41",1
"128865",2021,"D52",1
"128866",2016,"D11",24
"128867",2017,"D14",24
"128868",2017,"D31",17
"128869",2014,"NSA",3
"128870",2016,"D22",9
"128871",2019,"D43",14
"128872",2016,"D13",12
"128873",2021,"D41",4
"128874",2021,"D32",1
"128875",2021,"D14",7
"128876",2016,"D33",7
"128877",2015,"D22",8
"128878",2014,"D51",96
"128879",2022,"D32",1
"128880",2019,"D41",1
"128881",2018,"D32",23
"128882",2018,"D12",26
"128883",2015,"D12",1
"128884",2021,"D13",1
"128885",2018,"D31",5
"128886",2015,"D33",17
"128887",2020,"D32",8
"128888",2016,"D11",15
"128889",2014,"D23",10
"128890",2014,"D53",5
"128891",2022,"D41",25
"128892",2020,"D13",2
"128893",2021,"D32",20
"128894",2019,"D43",3
"128895",2017,"D33",1
"128896",2016,"D13",1
"128897",2022,"D14",15
"128898",2018,"D33",3
"128899",2021,"D51",192
"128900",2018,"D14",22
"128901",2014,"D14",59
"128902",2014,"D32",9
"128903",2019,"D42",8
"128904",2019,"D12",20
"128905",2020,"D13",2
"128906",2021,"D53",2
"128907",2018,"D52",1
"128908",2015,"D42",4
"128909",2014,"D55",12
"128910",2020,"D33",3
"128911",2017,"D11",2
"128912",2019,"D23",1
"128913",2018,"D55",2
"128914",2016,"D31",1
"128915",2021,"D55",4
"128916",2020,"D53",1
"128917",2018,"D32",6
"128918",2021,"D52",1
"128919",2018,"D55",25
"128920",2019,"D32",30
"128921",2014,"D22",1
"128922",2017,"D55",2
"128923",2014,"D43",8
"128924",2021,"D33",6
"128925",2015,"D42",5
"128926",2017,"D22",6
"128927",2014,"D55",3
"128928",2018,"D22",1
"128929",2020,"D23",89
"128930",2014,"D53",1
"128931",2021,"D12",8
"128932",2022,"D51",45
"128933",2014,"D53",1
"128934",2016,"D41",16
"128935",2019,"D12",1
"128936",2020,"D41",37
"128937",2018,"D12",2
"128938",2018,"D43",3
"128939",2014,"D51",8
"128940",2020,"D53",1
"128941",2019,"D32",1
"128942",2020,"D33",1
"128943",2014,"D13",13
"128944",2015,"D14",4
"128945",2015,"D23",4
"128946",2017,"D52",1
"128947",2014,"D51",4
"128948",2014,"D55",2
"128949",2018,"D41",18
"128950",2019,"D53",2
"128951",2022,"D52",24
"128952",2017,"D52",1
"128953",2016,"D51",3
"128954",2018,"D13",2
"128955",2019,"D23",8
"128956",2018,"D51",23
"128957",2015,"D13",1
"128958",2020,"D55",10
"128959",2021,"D22",7
"128960",2014,"D23",1
"128961",2022,"D22",30
"128962",2017,"D32",6
"128963",2019,"D32",16
"128964",2018,"D41",6
"128965",2021,"D42",5
"128966",2015,"D42",11
"128967",2014,"D13",11
"128968",2020,"D43",7
"128969",2016,"D22",7
"128970",2015,"D43",5
"128971",2015,"D52",42
"128972",2020,"D52",24
"128973",2014,"D55",26
"128974",2021,"D42",4
"128975",2017,"D11",1
"128976",2016,"D42",29
"128977",2017,"D33",1
"128978",2014,"D51",181
"128979",2016,"D42",3
"128980",2019,"D43",35
"128981",2016,"D14",1
"128982",2016,"D55",1
"128983",2014,"D11",3
"128984",2020,"D14",6
"128985",2016,"D11",4
"128986",2020,"D43",3
"128987",2016,"D12",2
"128988",2019,"D41",12
"128989",2018,"D42",9
"128990",2017,"D12",2
"128991",2015,"D32",1
"128992",2020,"D33",12
"128993",2017,"D55",3
"128994",2021,"D12",6
"128995",2015,"D22",4
"128996",2015,"D41",21
"128997",2019,"D51",1
"128998",2017,"D23",98
"128999",2016,"D51",56
"129000",2015,"D11",4
"129001",2017,"D42",6
"129002",2015,"D13",32
"129003",2020,"D11",9
"129004",2019,"D43",2
"129005",2019,"D11",3
"129006",2019,"D43",1
"129007",2016,"D55",4
"129008",2020,"D55",24
"129009",2020,"D52",3
"129010",2019,"D43",6
"129011",2019,"D31",14
"129012",2015,"D55",2
"129013",2015,"D11",2
"129014",2020,"D23",15
"129015",2022,"D22",7
"129016",2022,"D14",3
"129017",2022,"D13",4
"129018",2016,"D43",15
"129019",2016,"D32",10
"129020",2022,"D31",4
"129021",2014,"D52",9
"129022",2020,"D52",12
"129023",2015,"D32",2
"129024",2015,"D14",1
"129025",2017,"D22",6
"129026",2022,"D52",2
"129027",2019,"D33",2
"129028",2015,"D13",11
"129029",2017,"D14",1
"129030",2019,"D42",1
"129031",2019,"D31",30
"129032",2019,"D42",12
"129033",2019,"D14",1
"129034",2019,"D42",3
"129035",2015,"D32",3
"129036",2018,"D11",2
"129037",2018,"D33",4
"129038",2021,"D13",1
"129039",2019,"D32",2
"129040",2017,"D13",41
"129041",2016,"D43",67
"129042",2020,"D32",1
"129043",2019,"D51",5
"129044",2022,"D12",1
"129045",2022,"D12",1
"129046",2022,"D55",2
"129047",2015,"D14",2
"129048",2020,"D55",4
"129049",2014,"D43",9
"129050",2021,"D12",1
"129051",2017,"NSA",1
"129052",2018,"D55",9
"129053",2017,"D22",4
"129054",2018,"D14",37
"129055",2015,"D55",1
"129056",2021,"D51",14
"129057",2022,"D43",9
"129058",2018,"D11",4
"129059",2020,"D55",13
"129060",2015,"D13",9
"129061",2014,"D13",2
"129062",2018,"D22",1
"129063",2016,"D33",19
"129064",2014,"D33",17
"129065",2016,"D52",1
"129066",2020,"D52",34
"129067",2017,"D41",1
"129068",2015,"D11",12
"129069",2016,"D14",4
"129070",2020,"D41",17
"129071",2016,"D43",16
"129072",2018,"D55",4
"129073",2016,"D41",27
"129074",2020,"D33",3
"129075",2017,"D41",8
"129076",2021,"D23",1
"129077",2017,"D13",23
"129078",2016,"D11",1
"129079",2021,"D31",4
"129080",2016,"D11",39
"129081",2018,"D53",2
"129082",2022,"D42",8
"129083",2021,"D33",2
"129084",2021,"D12",10
"129085",2018,"D41",1
"129086",2022,"D42",13
"129087",2022,"D12",2
"129088",2016,"D22",4
"129089",2022,"D43",12
"129090",2018,"D55",10
"129091",2015,"D43",1
"129092",2019,"D42",1
"129093",2016,"D22",2
"129094",2019,"D33",1
"129095",2020,"D32",8
"129096",2022,"D31",1
"129097",2016,"D43",38
"129098",2015,"D31",12
"129099",2016,"D12",60
"129100",2020,"D12",6
"129101",2021,"D14",11
"129102",2021,"D53",2
"129103",2022,"D32",3
"129104",2020,"D53",2
"129105",2015,"D42",1
"129106",2014,"D22",27
"129107",2016,"D42",1
"129108",2021,"D43",24
"129109",2017,"D14",40
"129110",2015,"D13",1
"129111",2017,"D32",1
"129112",2015,"D55",9
"129113",2022,"D32",2
"129114",2017,"D22",8
"129115",2022,"D32",6
"129116",2015,"D41",12
"129117",2018,"D22",1
"129118",2017,"D42",8
"129119",2019,"D42",18
"129120",2021,"D14",4
"129121",2014,"D22",10
"129122",2016,"D12",1
"129123",2016,"D53",3
"129124",2017,"D51",58
"129125",2014,"D32",1
"129126",2022,"D14",12
"129127",2020,"D11",1
"129128",2019,"D55",5
"129129",2016,"D55",7
"129130",2020,"D53",39
"129131",2019,"D22",18
"129132",2021,"D11",5
"129133",2014,"D23",2
"129134",2015,"D43",7
"129135",2016,"D53",4
"129136",2016,"D41",8
"129137",2014,"D32",5
"129138",2014,"D32",5
"129139",2017,"D31",1
"129140",2014,"D53",1
"129141",2016,"D31",1
"129142",2020,"D55",9
"129143",2019,"D33",2
"129144",2018,"D12",5
"129145",2016,"D33",1
"129146",2017,"D23",5
"129147",2019,"D52",190
"129148",2016,"D41",17
"129149",2014,"D13",1
"129150",2022,"D23",22
"129151",2014,"D12",1
"129152",2019,"D43",26
"129153",2019,"D33",1
"129154",2018,"D32",8
"129155",2014,"D53",1
"129156",2018,"D14",1
"129157",2019,"D14",1
"129158",2018,"D41",6
"129159",2021,"D12",4
"129160",2020,"D33",8
"129161",2016,"D53",3
"129162",2018,"D53",7
"129163",2019,"D52",3
"129164",2020,"D22",6
"129165",2016,"D52",5
"129166",2019,"D11",1
"129167",2014,"D53",17
"129168",2022,"D31",23
"129169",2017,"D55",5
"129170",2018,"D43",6
"129171",2017,"D41",26
"129172",2020,"D22",3
"129173",2019,"D53",1
"129174",2018,"D41",2
"129175",2018,"D14",10
"129176",2015,"D12",16
"129177",2017,"D41",7
"129178",2015,"D11",3
"129179",2015,"D42",1
"129180",2021,"D55",33
"129181",2021,"D11",22
"129182",2014,"D41",1
"129183",2018,"D32",2
"129184",2014,"D23",11
"129185",2022,"D11",9
"129186",2014,"D32",68
"129187",2022,"D22",4
"129188",2016,"D43",3
"129189",2021,"D14",3
"129190",2020,"D53",1
"129191",2017,"D13",1
"129192",2019,"D41",4
"129193",2021,"D12",10
"129194",2020,"D32",3
"129195",2016,"D32",16
"129196",2016,"D53",1
"129197",2015,"D43",3
"129198",2018,"D14",1
"129199",2016,"D55",8
"129200",2020,"D12",32
"129201",2022,"D23",16
"129202",2016,"D33",1
"129203",2018,"D51",15
"129204",2020,"D32",3
"129205",2020,"D33",1
"129206",2020,"D41",3
"129207",2020,"D12",1
"129208",2014,"D13",2
"129209",2018,"D52",14
"129210",2019,"D11",16
"129211",2020,"D51",2
"129212",2015,"D42",16
"129213",2017,"D31",7
"129214",2017,"D32",2
"129215",2015,"D33",3
"129216",2019,"D52",49
"129217",2014,"D53",10
"129218",2021,"D42",3
"129219",2021,"D14",10
"129220",2015,"D13",7
"129221",2014,"D52",35
"129222",2017,"D13",1
"129223",2016,"D31",4
"129224",2021,"D32",12
"129225",2022,"D33",3
"129226",2018,"D51",43
"129227",2016,"D42",27
"129228",2015,"D53",45
"129229",2022,"D22",3
"129230",2016,"D43",6
"129231",2022,"D42",1
"129232",2020,"D41",3
"129233",2015,"D14",14
"129234",2014,"D55",1
"129235",2014,"D32",3
"129236",2015,"D42",2
"129237",2021,"D55",1
"129238",2022,"D43",1
"129239",2017,"D14",1
"129240",2022,"D51",11
"129241",2021,"D12",2
"129242",2018,"D12",4
"129243",2022,"D32",1
"129244",2019,"D13",3
"129245",2014,"D42",37
"129246",2019,"D14",6
"129247",2018,"D43",8
"129248",2018,"D55",29
"129249",2016,"D55",13
"129250",2018,"D12",1
"129251",2020,"D23",1
"129252",2020,"D22",3
"129253",2016,"D22",2
"129254",2014,"D42",3
"129255",2022,"D53",1
"129256",2014,"D13",1
"129257",2016,"D55",22
"129258",2020,"D11",3
"129259",2018,"D12",2
"129260",2020,"D55",9
"129261",2019,"D32",72
"129262",2017,"D52",1
"129263",2019,"D11",3
"129264",2020,"D53",2
"129265",2021,"D13",3
"129266",2018,"D55",2
"129267",2018,"D41",22
"129268",2019,"D13",2
"129269",2015,"D43",7
"129270",2016,"D33",1
"129271",2017,"D12",3
"129272",2015,"D32",17
"129273",2021,"D51",3
"129274",2022,"D14",41
"129275",2017,"D22",1
"129276",2018,"D43",16
"129277",2021,"D32",8
"129278",2018,"D51",15
"129279",2017,"D43",19
"129280",2018,"D31",1
"129281",2017,"D43",1
"129282",2014,"D22",15
"129283",2017,"D33",14
"129284",2021,"D31",15
"129285",2015,"D11",31
"129286",2020,"D32",3
"129287",2017,"D43",10
"129288",2021,"D22",1
"129289",2020,"D22",38
"129290",2022,"D55",34
"129291",2014,"D53",18
"129292",2015,"D41",14
"129293",2014,"D14",72
"129294",2015,"D31",24
"129295",2022,"D41",7
"129296",2020,"D42",4
"129297",2018,"D42",2
"129298",2018,"D13",1
"129299",2015,"D55",1
"129300",2016,"D33",18
"129301",2015,"D42",4
"129302",2019,"D55",26
"129303",2015,"D12",22
"129304",2015,"D52",137
"129305",2018,"D53",3
"129306",2015,"D33",13
"129307",2021,"D32",3
"129308",2019,"D23",21
"129309",2016,"D23",12
"129310",2015,"D52",6
"129311",2015,"D42",20
"129312",2020,"D43",1
"129313",2019,"D13",1
"129314",2016,"D33",9
"129315",2020,"D52",24
"129316",2014,"D43",1
"129317",2014,"D33",17
"129318",2022,"D22",2
"129319",2021,"D52",5
"129320",2020,"D14",6
"129321",2022,"D32",29
"129322",2018,"D23",36
"129323",2017,"D41",13
"129324",2020,"D42",41
"129325",2020,"D32",8
