"","year","division","arrest_count"
"50048",2022,"D14",1
"50049",2015,"D53",1
"50050",2022,"D41",4
"50051",2019,"D43",3
"50052",2021,"D14",9
"50053",2019,"D12",3
"50054",2022,"D51",9
"50055",2014,"D53",1
"50056",2019,"D52",1
"50057",2018,"D13",1
"50058",2015,"D33",1
"50059",2014,"D43",2
"50060",2015,"D52",1
"50061",2021,"D11",2
"50062",2020,"D51",1
"50063",2022,"D22",1
"50064",2017,"D33",1
"50065",2016,"D32",2
"50066",2015,"D51",7
"50067",2018,"D22",2
"50068",2018,"D13",13
"50069",2022,"D22",2
"50070",2022,"D23",1
"50071",2016,"D32",4
"50072",2018,"D53",1
"50073",2019,"D41",1
"50074",2016,"D55",2
"50075",2014,"D55",2
"50076",2017,"D11",1
"50077",2014,"D33",1
"50078",2022,"D14",1
"50079",2017,"NSA",6
"50080",2015,"D14",1
"50081",2022,"D32",1
"50082",2016,"D13",2
"50083",2014,"D42",2
"50084",2018,"D41",5
"50085",2020,"D23",8
"50086",2017,"D11",1
"50087",2020,"D22",1
"50088",2020,"D42",2
"50089",2018,"D31",1
"50090",2015,"D55",2
"50091",2020,"D43",1
"50092",2014,"D22",5
"50093",2020,"D43",3
"50094",2019,"D33",1
"50095",2016,"D31",1
"50096",2016,"D33",1
"50097",2021,"D11",2
"50098",2015,"D31",3
"50099",2014,"D43",9
"50100",2015,"D51",1
"50101",2022,"D22",1
"50102",2021,"D22",1
"50103",2016,"D42",2
"50104",2014,"D53",8
"50105",2015,"D41",3
"50106",2022,"D52",5
"50107",2017,"D13",4
"50108",2021,"D33",1
"50109",2015,"D22",8
"50110",2017,"D43",2
"50111",2021,"D14",1
"50112",2019,"D41",2
"50113",2020,"D43",1
"50114",2015,"D55",3
"50115",2021,"D33",1
"50116",2021,"D13",5
"50117",2019,"D13",1
"50118",2021,"D55",3
"50119",2014,"D14",2
"50120",2019,"D55",2
"50121",2018,"D41",1
"50122",2021,"D41",9
"50123",2022,"D11",1
"50124",2022,"D31",2
"50125",2018,"D14",3
"50126",2016,"D42",1
"50127",2018,"D53",3
"50128",2022,"D12",4
"50129",2018,"D51",2
"50130",2022,"D43",2
"50131",2017,"D13",1
"50132",2022,"D41",2
"50133",2016,"D12",1
"50134",2015,"D41",7
"50135",2019,"D11",1
"50136",2014,"D23",1
"50137",2018,"D11",8
"50138",2022,"D23",4
"50139",2016,"NSA",1
"50140",2020,"D52",3
"50141",2014,"D12",3
"50142",2014,"D31",1
"50143",2016,"D14",4
"50144",2017,"D22",1
"50145",2014,"D43",3
"50146",2015,"D23",1
"50147",2020,"D31",1
"50148",2015,"D12",3
"50149",2018,"D13",1
"50150",2018,"D52",1
"50151",2020,"D11",2
"50152",2018,"D55",1
"50153",2017,"D55",6
"50154",2021,"D11",2
"50155",2021,"D55",9
"50156",2014,"D12",5
"50157",2020,"D13",1
"50158",2019,"D14",11
"50159",2021,"D53",4
"50160",2020,"D32",1
"50161",2017,"D52",21
"50162",2014,"D13",2
"50163",2016,"D14",2
"50164",2022,"D55",8
"50165",2014,"D51",6
"50166",2014,"D23",2
"50167",2014,"D52",4
"50168",2021,"D12",1
"50169",2016,"D52",2
"50170",2021,"D55",1
"50171",2016,"D22",1
"50172",2017,"D43",1
"50173",2017,"D22",3
"50174",2021,"D31",4
"50175",2022,"D42",1
"50176",2015,"D42",1
"50177",2021,"D12",1
"50178",2018,"D22",6
"50179",2014,"D23",2
"50180",2022,"D33",1
"50181",2016,"D23",1
"50182",2014,"D43",1
"50183",2020,"D41",1
"50184",2017,"D23",2
"50185",2017,"D32",25
"50186",2017,"D11",4
"50187",2022,"D52",1
"50188",2015,"D41",1
"50189",2016,"D51",2
"50190",2017,"D41",1
"50191",2014,"D31",1
"50192",2014,"D53",6
"50193",2018,"NSA",2
"50194",2018,"D33",2
"50195",2016,"D43",3
"50196",2015,"D12",1
"50197",2017,"D52",1
"50198",2014,"D11",1
"50199",2015,"D43",1
"50200",2016,"D51",12
"50201",2020,"D31",2
"50202",2017,"D32",1
"50203",2014,"D53",2
"50204",2014,"D23",1
"50205",2020,"D11",1
"50206",2018,"D11",3
"50207",2014,"D43",4
"50208",2021,"D55",4
"50209",2017,"D23",7
"50210",2015,"D42",1
"50211",2016,"D11",1
"50212",2019,"D41",1
"50213",2017,"D42",3
"50214",2017,"D42",2
"50215",2016,"D33",2
"50216",2017,"D53",6
"50217",2015,"D53",1
"50218",2018,"D55",4
"50219",2018,"D22",1
"50220",2019,"D11",2
"50221",2020,"D43",1
"50222",2018,"D43",8
"50223",2020,"D31",1
"50224",2018,"D55",5
"50225",2017,"D12",13
"50226",2018,"D53",1
"50227",2021,"D23",2
"50228",2019,"D51",6
"50229",2022,"D41",1
"50230",2017,"D12",6
"50231",2014,"D42",9
"50232",2016,"D13",2
"50233",2016,"D11",1
"50234",2018,"D52",2
"50235",2014,"D42",2
"50236",2015,"D32",7
"50237",2016,"D55",1
"50238",2016,"D42",1
"50239",2016,"D12",1
"50240",2014,"D31",11
"50241",2021,"D55",1
"50242",2014,"D11",1
"50243",2020,"D13",2
"50244",2022,"D53",1
"50245",2014,"D14",8
"50246",2017,"D22",1
"50247",2017,"D52",2
"50248",2021,"D31",1
"50249",2015,"D51",3
"50250",2015,"D55",11
"50251",2015,"D12",1
"50252",2016,"D55",2
"50253",2014,"D43",2
"50254",2017,"D41",1
"50255",2019,"D51",1
"50256",2014,"D55",1
"50257",2015,"D43",1
"50258",2014,"D53",2
"50259",2018,"D14",5
"50260",2018,"D55",1
"50261",2019,"D52",1
"50262",2014,"D13",4
"50263",2016,"D22",1
"50264",2016,"D32",1
"50265",2018,"D51",2
"50266",2014,"D23",1
"50267",2014,"D23",8
"50268",2014,"D14",2
"50269",2022,"D51",2
"50270",2022,"D22",3
"50271",2020,"NSA",18
"50272",2020,"D55",4
"50273",2018,"D43",3
"50274",2017,"D14",2
"50275",2014,"D12",1
"50276",2019,"D52",2
"50277",2017,"D33",1
"50278",2015,"D33",7
"50279",2022,"D13",1
"50280",2019,"D51",1
"50281",2020,"D42",2
"50282",2019,"D31",1
"50283",2019,"D43",2
"50284",2022,"D43",1
"50285",2017,"D22",2
"50286",2016,"D55",10
"50287",2014,"D32",1
"50288",2021,"D41",2
"50289",2018,"D55",31
"50290",2015,"NSA",1
"50291",2016,"D14",3
"50292",2014,"D43",1
"50293",2021,"D13",2
"50294",2014,"D32",1
"50295",2014,"D51",1
"50296",2015,"D11",7
"50297",2018,"D23",1
"50298",2018,"D11",23
"50299",2017,"D55",4
"50300",2014,"D22",1
"50301",2014,"D14",1
"50302",2017,"D31",1
"50303",2016,"D55",1
"50304",2016,"D31",15
"50305",2014,"D32",1
"50306",2020,"D14",1
"50307",2020,"D13",1
"50308",2022,"D11",3
"50309",2016,"D51",3
"50310",2015,"D53",1
"50311",2018,"D55",1
"50312",2017,"D13",1
"50313",2018,"D14",6
"50314",2017,"D52",1
"50315",2020,"D43",15
"50316",2017,"D53",1
"50317",2019,"D55",2
"50318",2015,"D14",1
"50319",2016,"D31",4
"50320",2021,"D53",1
"50321",2014,"D12",2
"50322",2022,"D51",1
"50323",2018,"D11",2
"50324",2018,"D55",1
"50325",2018,"D42",7
"50326",2014,"D32",3
"50327",2019,"D23",1
"50328",2018,"D32",5
"50329",2016,"D22",2
"50330",2018,"D43",2
"50331",2018,"D43",1
"50332",2014,"D55",2
"50333",2016,"D13",2
"50334",2016,"D31",1
"50335",2017,"D13",4
"50336",2020,"D53",1
"50337",2017,"D41",1
"50338",2017,"D31",2
"50339",2015,"D33",2
"50340",2017,"D32",1
"50341",2016,"D32",3
"50342",2017,"D51",11
"50343",2016,"D14",4
"50344",2015,"D42",3
"50345",2022,"D55",1
"50346",2014,"D23",3
"50347",2017,"D23",11
"50348",2014,"D31",1
"50349",2019,"D55",1
"50350",2022,"D41",3
"50351",2019,"D55",3
"50352",2014,"D12",1
"50353",2020,"D43",1
"50354",2019,"D53",2
"50355",2017,"D33",3
"50356",2022,"D31",31
"50357",2018,"D55",2
"50358",2016,"D55",1
"50359",2016,"D31",6
"50360",2017,"D32",1
"50361",2021,"D12",3
"50362",2019,"D55",2
"50363",2019,"D52",5
"50364",2022,"D31",7
"50365",2020,"D41",1
"50366",2018,"D12",1
"50367",2019,"D52",15
"50368",2017,"D43",15
"50369",2020,"D14",1
"50370",2021,"D41",6
"50371",2017,"D32",1
"50372",2017,"D12",1
"50373",2015,"D43",1
"50374",2018,"D14",13
"50375",2016,"D42",1
"50376",2021,"D32",4
"50377",2015,"D11",1
"50378",2021,"D41",2
"50379",2016,"D52",1
"50380",2015,"D55",23
"50381",2019,"D23",1
"50382",2017,"D32",2
"50383",2020,"D32",14
"50384",2020,"D14",9
"50385",2019,"D51",2
"50386",2021,"D51",2
"50387",2020,"D42",2
"50388",2020,"D55",4
"50389",2018,"D53",1
"50390",2019,"D14",5
"50391",2016,"D12",4
"50392",2015,"D55",11
"50393",2020,"D52",6
"50394",2015,"D14",1
"50395",2017,"D42",1
"50396",2020,"D43",1
"50397",2017,"D55",3
"50398",2018,"D22",6
"50399",2022,"D55",2
"50400",2016,"D55",2
"50401",2015,"D33",1
"50402",2018,"D32",6
"50403",2021,"D41",5
"50404",2014,"D55",1
"50405",2015,"D11",1
"50406",2015,"D11",1
"50407",2021,"D43",2
"50408",2016,"D22",9
"50409",2022,"D23",1
"50410",2016,"D53",2
"50411",2016,"D22",1
"50412",2022,"D51",2
"50413",2018,"D31",1
"50414",2014,"D42",1
"50415",2020,"D13",6
"50416",2014,"D55",1
"50417",2019,"D11",5
"50418",2022,"D22",2
"50419",2018,"D23",2
"50420",2016,"D51",4
"50421",2016,"D41",2
"50422",2018,"D23",1
"50423",2018,"D22",1
"50424",2015,"D43",1
"50425",2017,"NSA",1
"50426",2020,"D14",1
"50427",2016,"D55",2
"50428",2019,"D55",8
"50429",2017,"D32",14
"50430",2019,"D33",3
"50431",2020,"D23",1
"50432",2020,"D33",1
"50433",2017,"D53",1
"50434",2022,"D22",3
"50435",2017,"D31",1
"50436",2022,"D51",2
"50437",2020,"D32",4
"50438",2015,"D33",5
"50439",2014,"D51",1
"50440",2021,"D31",6
"50441",2014,"D51",2
"50442",2014,"D55",3
"50443",2020,"D41",1
"50444",2014,"D53",1
"50445",2014,"D43",1
"50446",2015,"D31",14
"50447",2017,"D13",2
"50448",2017,"D53",1
"50449",2014,"D31",1
"50450",2019,"D33",1
"50451",2016,"D41",3
"50452",2016,"D11",1
"50453",2014,"D55",1
"50454",2021,"D22",2
"50455",2020,"D41",7
"50456",2016,"D31",2
"50457",2020,"D23",1
"50458",2017,"D31",10
"50459",2014,"D55",4
"50460",2016,"D11",5
"50461",2014,"D14",2
"50462",2018,"D43",35
"50463",2019,"D51",29
"50464",2021,"D22",2
"50465",2020,"D51",3
"50466",2020,"D33",4
"50467",2019,"D23",1
"50468",2021,"D23",4
"50469",2021,"D41",1
"50470",2018,"D43",1
"50471",2014,"D53",5
"50472",2016,"D53",4
"50473",2022,"D55",8
"50474",2015,"D52",1
"50475",2022,"D41",1
"50476",2021,"D22",3
"50477",2017,"NSA",1
"50478",2016,"D42",2
"50479",2019,"D41",3
"50480",2019,"D41",1
"50481",2018,"D12",4
"50482",2014,"D52",3
"50483",2014,"D52",1
"50484",2015,"D13",1
"50485",2020,"D12",1
"50486",2021,"D13",1
"50487",2019,"D55",1
"50488",2016,"D42",1
"50489",2017,"D52",2
"50490",2020,"D55",4
"50491",2022,"D55",1
"50492",2015,"D53",1
"50493",2015,"D32",8
"50494",2016,"D22",13
"50495",2015,"D22",1
"50496",2021,"D22",2
"50497",2014,"D12",3
"50498",2016,"D42",1
"50499",2022,"D13",1
"50500",2021,"D22",1
"50501",2015,"D53",1
"50502",2019,"D43",1
"50503",2022,"D11",1
"50504",2017,"D14",1
"50505",2014,"D53",3
"50506",2019,"D53",2
"50507",2016,"D55",2
"50508",2016,"D14",1
"50509",2014,"D14",2
"50510",2021,"D22",13
"50511",2015,"D32",1
"50512",2019,"D32",1
"50513",2018,"D11",1
"50514",2017,"D51",2
"50515",2019,"D32",3
"50516",2017,"D43",1
"50517",2014,"D51",1
"50518",2019,"D43",3
"50519",2022,"D12",1
"50520",2022,"D52",3
"50521",2022,"D52",25
"50522",2014,"D22",1
"50523",2020,"D43",6
"50524",2015,"D42",1
"50525",2016,"D14",3
"50526",2019,"D31",3
"50527",2020,"D22",6
"50528",2020,"D13",1
"50529",2019,"D41",3
"50530",2020,"D55",2
"50531",2014,"D43",3
"50532",2016,"D31",1
"50533",2018,"D43",28
"50534",2015,"D41",7
"50535",2022,"D55",1
"50536",2018,"D22",2
"50537",2019,"D12",1
"50538",2019,"D12",1
"50539",2021,"D32",1
"50540",2017,"D52",1
"50541",2016,"D11",1
"50542",2019,"D43",1
"50543",2021,"D14",1
"50544",2015,"D53",1
"50545",2014,"D51",1
"50546",2014,"D55",7
"50547",2017,"D55",4
"50548",2014,"D53",12
"50549",2017,"D22",14
"50550",2022,"D11",2
"50551",2018,"D14",1
"50552",2018,"D13",3
"50553",2017,"D14",5
"50554",2018,"D43",1
"50555",2018,"D31",1
"50556",2022,"D55",3
"50557",2022,"D22",4
"50558",2019,"D12",8
"50559",2017,"D41",1
"50560",2016,"D33",2
"50561",2016,"D51",9
"50562",2019,"D52",13
"50563",2020,"D22",1
"50564",2016,"D43",1
"50565",2017,"D23",1
"50566",2015,"D31",7
"50567",2014,"D52",2
"50568",2016,"D42",1
"50569",2021,"D51",1
"50570",2021,"D43",3
"50571",2017,"D41",1
"50572",2018,"D51",27
"50573",2021,"D55",2
"50574",2021,"D41",2
"50575",2020,"D22",2
"50576",2016,"D41",1
"50577",2014,"D55",4
"50578",2020,"D41",4
"50579",2021,"D51",13
"50580",2018,"D51",1
"50581",2021,"D51",52
"50582",2018,"D53",1
"50583",2019,"D31",12
"50584",2022,"D23",1
"50585",2015,"D55",18
"50586",2014,"D22",3
"50587",2020,"D53",1
"50588",2019,"D13",1
"50589",2022,"D55",1
"50590",2022,"D55",2
"50591",2018,"D55",4
"50592",2022,"D31",1
"50593",2015,"D55",2
"50594",2021,"D13",5
"50595",2014,"D23",3
"50596",2014,"D41",2
"50597",2018,"D52",1
"50598",2014,"D52",36
"50599",2016,"D11",6
"50600",2014,"D42",2
"50601",2022,"D53",1
"50602",2019,"D11",1
"50603",2021,"NSA",1
"50604",2014,"D32",5
"50605",2015,"D42",1
"50606",2014,"D52",1
"50607",2022,"D42",6
"50608",2019,"D52",1
"50609",2014,"D14",1
"50610",2014,"D55",6
"50611",2022,"D55",1
"50612",2019,"D32",1
"50613",2014,"D31",6
"50614",2017,"D51",9
"50615",2017,"D32",2
"50616",2017,"NSA",3
"50617",2021,"D32",1
"50618",2022,"D11",1
"50619",2019,"D32",2
"50620",2020,"D51",1
"50621",2020,"D22",2
"50622",2018,"D52",5
"50623",2014,"D32",1
"50624",2016,"D55",2
"50625",2016,"D55",3
"50626",2021,"D32",4
"50627",2016,"D12",1
"50628",2016,"D43",3
"50629",2020,"D43",1
"50630",2015,"D33",5
"50631",2021,"NSA",3
"50632",2015,"D23",1
"50633",2020,"D51",15
"50634",2020,"D23",4
"50635",2017,"D11",5
"50636",2019,"D22",2
"50637",2016,"D33",2
"50638",2016,"D43",1
"50639",2014,"D31",10
"50640",2015,"D14",3
"50641",2014,"D53",1
"50642",2022,"D23",36
"50643",2022,"D32",1
"50644",2014,"D22",8
"50645",2022,"D42",3
"50646",2021,"D55",1
"50647",2016,"D42",3
"50648",2016,"D13",1
"50649",2022,"D55",4
"50650",2020,"D41",1
"50651",2016,"NSA",1
"50652",2017,"D22",2
"50653",2015,"D31",1
"50654",2021,"D53",1
"50655",2020,"D32",1
"50656",2014,"D31",6
"50657",2022,"D14",26
"50658",2022,"D53",5
"50659",2018,"D51",8
"50660",2021,"D51",9
"50661",2014,"D55",2
"50662",2018,"D14",1
"50663",2016,"D41",1
"50664",2020,"D41",1
"50665",2014,"D23",21
"50666",2017,"D14",1
"50667",2019,"D14",7
"50668",2021,"D14",2
"50669",2021,"D43",1
"50670",2015,"D33",8
"50671",2021,"D14",2
"50672",2017,"D14",2
"50673",2017,"D32",1
"50674",2020,"D55",5
"50675",2014,"D55",4
"50676",2022,"D32",1
"50677",2017,"D53",1
"50678",2019,"D43",1
"50679",2020,"D12",1
"50680",2020,"D42",1
"50681",2016,"D11",6
"50682",2017,"D43",2
"50683",2021,"D43",1
"50684",2022,"D23",2
"50685",2016,"D43",1
"50686",2018,"D42",1
"50687",2014,"D32",2
"50688",2014,"D32",2
"50689",2022,"D43",5
"50690",2019,"D55",1
"50691",2020,"D55",1
"50692",2021,"D12",3
"50693",2017,"D43",1
"50694",2015,"D51",3
"50695",2014,"D14",1
"50696",2014,"D32",7
"50697",2016,"D23",6
"50698",2020,"D12",1
"50699",2015,"D12",9
"50700",2014,"D11",6
"50701",2021,"D53",2
"50702",2017,"D55",1
"50703",2018,"D51",2
"50704",2015,"D12",2
"50705",2020,"D22",1
"50706",2016,"D11",1
"50707",2018,"D23",3
"50708",2020,"D14",1
"50709",2017,"D52",1
"50710",2022,"D14",1
"50711",2019,"D52",33
"50712",2017,"D53",1
"50713",2019,"D13",1
"50714",2019,"D23",10
"50715",2015,"D52",2
"50716",2019,"D11",1
"50717",2017,"D32",2
"50718",2021,"D31",1
"50719",2015,"D52",12
"50720",2019,"D33",1
"50721",2016,"D12",1
"50722",2016,"D55",1
"50723",2017,"D32",4
"50724",2020,"D52",4
"50725",2020,"D55",1
"50726",2020,"D33",1
"50727",2018,"D11",1
"50728",2017,"D43",3
"50729",2018,"D31",9
"50730",2018,"D41",2
"50731",2022,"D32",2
"50732",2016,"D31",1
"50733",2016,"D42",6
"50734",2017,"D43",9
"50735",2022,"D55",2
"50736",2018,"D11",1
"50737",2014,"D55",11
"50738",2020,"D52",4
"50739",2021,"D55",1
"50740",2020,"D42",1
"50741",2019,"D41",5
"50742",2021,"D14",1
"50743",2020,"D12",2
"50744",2016,"D52",2
"50745",2017,"D33",2
"50746",2022,"D42",2
"50747",2015,"D55",3
"50748",2014,"D33",3
"50749",2021,"D31",4
"50750",2020,"D23",1
"50751",2014,"D51",1
"50752",2018,"D11",1
"50753",2016,"D51",1
"50754",2014,"D14",1
"50755",2018,"D42",2
"50756",2015,"D12",1
"50757",2017,"D55",1
"50758",2016,"D32",7
"50759",2019,"D12",1
"50760",2018,"D32",1
"50761",2017,"D22",2
"50762",2020,"D55",1
"50763",2017,"D22",2
"50764",2016,"D42",1
"50765",2020,"D42",1
"50766",2020,"D53",2
"50767",2020,"D32",1
"50768",2016,"D14",3
"50769",2017,"D53",1
"50770",2022,"NSA",20
"50771",2019,"D11",1
"50772",2020,"D52",1
"50773",2019,"D53",1
"50774",2017,"D11",4
"50775",2018,"D53",1
"50776",2020,"D14",5
"50777",2015,"D33",1
"50778",2018,"D41",3
"50779",2016,"D13",2
"50780",2017,"D31",26
"50781",2018,"D23",3
"50782",2017,"D14",1
"50783",2015,"D52",2
"50784",2015,"D32",1
"50785",2017,"D33",1
"50786",2017,"D12",1
"50787",2022,"D32",1
"50788",2016,"D41",1
"50789",2016,"D11",1
"50790",2020,"D32",3
"50791",2015,"D32",2
"50792",2018,"D32",1
"50793",2016,"D42",1
"50794",2014,"D55",2
"50795",2016,"D55",25
"50796",2017,"D41",1
"50797",2018,"D43",1
"50798",2018,"D14",5
"50799",2018,"D55",1
"50800",2022,"D31",5
"50801",2015,"D13",2
"50802",2017,"D55",2
"50803",2016,"D12",1
"50804",2018,"D14",1
"50805",2022,"D32",1
"50806",2022,"D22",4
"50807",2018,"D41",5
"50808",2014,"D12",2
"50809",2021,"D52",2
"50810",2022,"D42",12
"50811",2021,"D32",11
"50812",2019,"D41",1
"50813",2015,"D51",1
"50814",2021,"D32",10
"50815",2016,"D43",2
"50816",2022,"D14",1
"50817",2021,"D31",5
"50818",2015,"D51",1
"50819",2021,"D53",1
"50820",2019,"D55",1
"50821",2022,"D43",10
"50822",2014,"D55",1
"50823",2015,"D13",9
"50824",2014,"D33",5
"50825",2018,"D11",1
"50826",2018,"D51",2
"50827",2017,"D41",5
"50828",2016,"D51",3
"50829",2017,"D43",10
"50830",2017,"D32",1
"50831",2017,"D53",1
"50832",2022,"D11",2
"50833",2014,"D42",1
"50834",2015,"D51",2
"50835",2020,"D14",6
"50836",2017,"NSA",1
"50837",2018,"D22",1
"50838",2018,"D42",1
"50839",2015,"D43",1
"50840",2019,"D32",2
"50841",2021,"D55",2
"50842",2019,"D55",2
"50843",2021,"D12",1
"50844",2015,"D55",2
"50845",2020,"D31",20
"50846",2018,"D52",7
"50847",2021,"D14",1
"50848",2014,"D22",2
"50849",2015,"D51",5
"50850",2016,"D42",1
"50851",2018,"D22",1
"50852",2018,"D53",1
"50853",2014,"D33",1
"50854",2017,"D22",1
"50855",2022,"D12",3
"50856",2018,"D12",1
"50857",2015,"D31",13
"50858",2020,"D31",2
"50859",2022,"D32",26
"50860",2014,"D55",3
"50861",2019,"D32",2
"50862",2014,"D51",2
"50863",2016,"D52",2
"50864",2016,"D43",1
"50865",2022,"D33",7
"50866",2019,"D52",1
"50867",2017,"D23",3
"50868",2017,"D31",1
"50869",2015,"D22",1
"50870",2015,"D51",2
"50871",2022,"D33",2
"50872",2020,"D11",1
"50873",2014,"D42",1
"50874",2018,"D55",1
"50875",2018,"D43",1
"50876",2021,"D53",1
"50877",2022,"D51",1
"50878",2020,"D12",1
"50879",2019,"D43",3
"50880",2014,"D23",1
"50881",2014,"D51",1
"50882",2016,"D42",1
"50883",2021,"D31",5
"50884",2015,"D14",1
"50885",2019,"D43",2
"50886",2015,"D23",2
"50887",2020,"D12",7
"50888",2021,"D23",1
"50889",2016,"D51",1
"50890",2019,"D55",22
"50891",2017,"D41",1
"50892",2021,"D22",6
"50893",2020,"D31",2
"50894",2015,"D51",5
"50895",2019,"D22",3
"50896",2020,"D42",1
"50897",2014,"D52",15
"50898",2022,"D53",7
"50899",2021,"D52",1
"50900",2017,"D13",1
"50901",2015,"D41",2
"50902",2015,"D14",3
"50903",2019,"D43",1
"50904",2021,"D14",1
"50905",2019,"D53",1
"50906",2020,"D14",1
"50907",2021,"D53",1
"50908",2016,"D52",1
"50909",2019,"D22",3
"50910",2016,"D43",1
"50911",2020,"D51",1
"50912",2014,"D14",2
"50913",2018,"D41",11
"50914",2020,"D53",2
"50915",2017,"D14",2
"50916",2021,"D55",4
"50917",2014,"D23",2
"50918",2015,"D42",2
"50919",2020,"D55",1
"50920",2015,"D14",17
"50921",2018,"D53",1
"50922",2021,"D12",1
"50923",2015,"D31",1
"50924",2014,"D51",6
"50925",2022,"D52",1
"50926",2017,"D52",2
"50927",2016,"D31",2
"50928",2014,"D22",1
"50929",2018,"D32",4
"50930",2015,"D33",4
"50931",2019,"D52",1
"50932",2014,"D41",1
"50933",2019,"D52",2
"50934",2015,"D43",1
"50935",2021,"D31",1
"50936",2016,"D52",1
"50937",2016,"D41",16
"50938",2014,"D12",1
"50939",2015,"D14",3
"50940",2019,"D13",1
"50941",2019,"D52",1
"50942",2016,"D22",1
"50943",2015,"D12",5
"50944",2016,"D55",2
"50945",2021,"D33",1
"50946",2017,"D11",2
"50947",2017,"D11",2
"50948",2019,"D51",3
"50949",2021,"D42",8
"50950",2022,"D43",28
"50951",2018,"D23",1
"50952",2016,"D52",1
"50953",2014,"D12",1
"50954",2016,"D23",10
"50955",2022,"D43",3
"50956",2019,"D41",1
"50957",2015,"D51",1
"50958",2016,"D55",5
"50959",2014,"D43",1
"50960",2016,"D55",1
"50961",2015,"D53",1
"50962",2019,"D31",18
"50963",2014,"D51",4
"50964",2017,"D11",13
"50965",2016,"D22",1
"50966",2021,"D14",11
"50967",2020,"D32",2
"50968",2017,"D12",1
"50969",2022,"D22",3
"50970",2017,"D53",1
"50971",2020,"D22",1
"50972",2016,"D43",1
"50973",2018,"D22",8
"50974",2021,"D14",27
"50975",2015,"D55",1
"50976",2017,"D33",1
"50977",2015,"D51",2
"50978",2020,"D31",3
"50979",2018,"D41",1
"50980",2020,"D31",1
"50981",2021,"D11",3
"50982",2014,"D31",3
"50983",2020,"D12",7
"50984",2017,"D55",2
"50985",2017,"D41",2
"50986",2021,"D41",1
"50987",2018,"D41",5
"50988",2021,"D42",1
"50989",2014,"D42",1
"50990",2017,"D14",3
"50991",2015,"D13",1
"50992",2021,"D12",2
"50993",2022,"D14",5
"50994",2019,"D43",2
"50995",2016,"D51",1
"50996",2017,"D13",2
"50997",2014,"D22",1
"50998",2022,"D43",2
"50999",2020,"D13",1
"51000",2020,"D31",1
"51001",2021,"D51",11
"51002",2017,"D22",1
"51003",2020,"D13",1
"51004",2019,"D11",1
"51005",2018,"D51",87
"51006",2017,"D55",2
"51007",2016,"D33",5
"51008",2017,"D42",5
"51009",2015,"D53",3
"51010",2017,"D14",2
"51011",2020,"D55",1
"51012",2014,"D55",1
"51013",2020,"D53",1
"51014",2016,"D55",2
"51015",2021,"D13",1
"51016",2017,"D51",1
"51017",2018,"D13",2
"51018",2017,"D41",4
"51019",2021,"D13",4
"51020",2014,"D13",2
"51021",2015,"D41",3
"51022",2019,"D23",2
"51023",2018,"D42",3
"51024",2020,"D33",3
"51025",2022,"D11",3
"51026",2022,"D52",1
"51027",2018,"D22",1
"51028",2015,"D55",1
"51029",2017,"D43",2
"51030",2018,"D41",1
"51031",2018,"D42",6
"51032",2021,"D42",1
"51033",2016,"D53",6
"51034",2018,"D32",13
"51035",2019,"D43",1
"51036",2018,"D41",1
"51037",2018,"D32",6
"51038",2021,"D12",6
"51039",2014,"D12",4
"51040",2016,"D22",1
"51041",2021,"D53",1
"51042",2017,"D55",1
"51043",2021,"D51",25
"51044",2018,"D12",4
"51045",2015,"D22",2
"51046",2017,"D55",1
"51047",2021,"D55",6
"51048",2018,"D53",2
"51049",2020,"D14",8
"51050",2019,"D12",3
"51051",2020,"D23",1
"51052",2021,"D12",1
"51053",2020,"D51",2
"51054",2018,"D55",4
"51055",2020,"D51",1
"51056",2020,"D31",5
"51057",2022,"D51",2
"51058",2015,"D55",3
"51059",2021,"D22",1
"51060",2017,"D33",1
"51061",2022,"D53",7
"51062",2019,"D55",1
"51063",2014,"D12",3
"51064",2020,"D55",2
"51065",2018,"D42",1
"51066",2015,"D13",2
"51067",2021,"D53",3
"51068",2018,"D12",1
"51069",2015,"D33",2
"51070",2018,"D22",1
"51071",2019,"D52",1
"51072",2016,"D55",8
"51073",2021,"D12",2
"51074",2019,"D55",5
"51075",2022,"D11",6
"51076",2015,"D51",2
"51077",2016,"D32",1
"51078",2021,"D31",3
"51079",2015,"D55",1
"51080",2019,"D41",20
"51081",2019,"D43",1
"51082",2015,"D22",1
"51083",2020,"D23",1
"51084",2022,"D53",1
"51085",2015,"D53",1
"51086",2015,"D51",1
"51087",2015,"D43",2
"51088",2021,"D14",3
"51089",2022,"D22",16
"51090",2017,"D33",1
"51091",2020,"D55",1
"51092",2017,"D32",3
"51093",2022,"D32",1
"51094",2017,"D42",2
"51095",2022,"D41",6
"51096",2017,"D32",5
"51097",2019,"D32",3
"51098",2017,"D22",1
"51099",2016,"D55",1
"51100",2022,"D33",2
"51101",2014,"D12",2
"51102",2021,"D55",4
"51103",2019,"D11",6
"51104",2014,"D14",12
"51105",2019,"D32",1
"51106",2014,"D23",1
"51107",2021,"D52",1
"51108",2021,"D53",1
"51109",2020,"D41",4
"51110",2015,"D43",1
"51111",2015,"D12",4
"51112",2016,"D33",2
"51113",2017,"D14",6
"51114",2021,"D22",5
"51115",2015,"D13",2
"51116",2021,"D53",1
"51117",2016,"D52",1
"51118",2014,"D42",1
"51119",2021,"D52",5
"51120",2021,"D33",1
"51121",2014,"D41",1
